site_id,visit_date,species,capture_life_stage,capture_animal_state,length,weight
70550,2013-08-14,ramu,adult,healthy,49,14
70550,2013-08-26,ramu,adult,healthy,50,16
70550,2013-08-08,ramu,adult,healthy,51,16
70550,2013-08-14,ramu,adult,healthy,51,19
70550,2013-09-11,ramu,adult,healthy,49,13
70550,2013-09-10,ramu,adult,healthy,51,15
70550,2013-09-10,ramu,adult,healthy,48,14
70550,2013-08-28,ramu,adult,healthy,53,14
70550,2013-09-09,ramu,adult,healthy,48,14
70550,2013-08-26,ramu,adult,healthy,65,38
70550,2013-08-28,ramu,adult,healthy,56,19
70550,2013-09-09,ramu,adult,healthy,56,16
70550,2013-08-14,ramu,adult,healthy,52,14
70550,2013-08-08,ramu,adult,sick,51,17
70550,2013-08-14,ramu,adult,healthy,51,16
70550,2013-08-18,ramu,adult,healthy,48,12
70550,2013-08-20,ramu,adult,healthy,49,11
70550,2013-08-20,ramu,adult,healthy,49,12
70550,2013-08-04,ramu,adult,healthy,54,16
70550,2013-08-04,ramu,adult,healthy,53,16
70550,2013-09-11,ramu,adult,healthy,49,14
70550,2013-08-20,ramu,adult,healthy,50,12
70550,2013-08-04,ramu,adult,healthy,54,18
70550,2013-09-11,ramu,adult,healthy,55,18
70550,2013-09-11,ramu,adult,healthy,51,18
70550,2013-08-28,ramu,adult,healthy,48,12
70550,2013-08-28,ramu,adult,healthy,48,15
70550,2013-09-10,ramu,adult,healthy,45,16
70550,2013-08-14,ramu,adult,healthy,50,14
70550,2013-08-08,ramu,adult,healthy,45,12
70550,2013-08-14,ramu,adult,healthy,49,14
70550,2013-09-11,ramu,adult,healthy,49,20
70550,2013-09-09,ramu,adult,healthy,50,18
70550,2013-09-09,ramu,adult,healthy,45,12
70550,2013-09-11,ramu,adult,healthy,46,15
70550,2013-08-08,ramu,adult,healthy,66,37
70550,2013-08-14,ramu,adult,healthy,68,40
70550,2013-09-10,ramu,adult,healthy,50,16
70550,2013-09-11,ramu,adult,healthy,50,16
70550,2013-09-10,ramu,adult,healthy,49,12
70550,2013-08-26,ramu,adult,healthy,52,20
70550,2013-09-10,ramu,adult,healthy,53,18
70550,2013-09-10,ramu,adult,healthy,52,19
70550,2013-08-20,ramu,adult,healthy,47,10
70550,2013-08-20,ramu,adult,healthy,49,12
70550,2013-07-23,ramu,adult,healthy,48,14
70550,2013-08-27,ramu,adult,healthy,47,11
70550,2013-08-27,ramu,adult,healthy,47,15
70550,2013-07-23,ramu,adult,healthy,47,12
70550,2013-07-23,ramu,adult,healthy,53,15
70550,2013-07-26,ramu,adult,healthy,48,16
70550,2013-07-26,ramu,adult,healthy,56,16
70550,2013-07-23,ramu,adult,healthy,51,16
70550,2013-07-23,ramu,adult,healthy,51,13
70550,2013-08-08,ramu,adult,healthy,50,17
70550,2013-07-26,ramu,adult,healthy,47,16
70550,2013-07-23,ramu,adult,healthy,45,13
70550,2013-08-14,ramu,adult,healthy,47,11
70550,2013-08-26,ramu,adult,healthy,67,36
70550,2013-09-10,ramu,adult,healthy,44,14
70550,2013-09-10,ramu,adult,healthy,53,19
70550,2013-08-28,ramu,adult,healthy,44,11
70550,2013-08-14,ramu,adult,healthy,48,13
70550,2013-08-08,ramu,adult,sick,68,36
70550,2013-07-26,ramu,adult,healthy,41,15
70550,2006-09-14,ramu,adult,healthy,55,20
70550,2009-07-24,ramu,adult,healthy,57,12
70550,2010-07-20,ramu,adult,healthy,58,18
70550,2009-09-01,ramu,adult,healthy,62,24
70550,2009-09-01,ramu,adult,healthy,58,24
70550,2009-09-15,ramu,adult,healthy,58,28
70550,2013-08-26,ramu,adult,healthy,52,16
70550,2013-08-20,ramu,adult,healthy,52,14
70550,2013-09-10,ramu,adult,healthy,61,24
70550,2013-08-28,ramu,adult,healthy,50,14
70550,2013-08-26,ramu,adult,healthy,51,18
70550,2006-08-21,ramu,adult,healthy,50,10
70550,2006-08-21,ramu,adult,healthy,65,32
70550,2006-08-21,ramu,adult,healthy,51,15
70550,2006-08-21,ramu,adult,healthy,52,14
70550,2008-08-21,ramu,adult,healthy,62,38
70550,2008-06-28,ramu,adult,healthy,56,20
70550,2008-08-21,ramu,adult,healthy,67,40
70550,2008-08-21,ramu,adult,healthy,61,32
70550,2006-08-21,ramu,adult,healthy,49,14
70550,2014-08-10,ramu,adult,healthy,45,11
70550,2015-07-10,ramu,adult,healthy,57,23
70550,2015-07-10,ramu,adult,healthy,54,20
70550,2015-07-10,ramu,adult,healthy,56,24
70550,2015-07-10,ramu,adult,healthy,59,30
70550,2015-07-10,ramu,adult,healthy,60,31
70550,2015-07-10,ramu,adult,healthy,66,45
70550,2015-07-11,ramu,adult,healthy,51,17
70550,2015-07-11,ramu,adult,healthy,52,17
70550,2015-07-11,ramu,adult,healthy,51,12
70550,2015-07-11,ramu,adult,healthy,52,16
70550,2015-07-11,ramu,adult,healthy,53,19
70550,2015-07-11,ramu,adult,healthy,48,14
70550,2015-07-11,ramu,adult,healthy,65,32
70550,2015-07-11,ramu,adult,healthy,55,17
70550,2015-07-11,ramu,adult,healthy,54,16
70550,2015-07-11,ramu,adult,healthy,62,34
70550,2015-07-11,ramu,adult,healthy,51,16
70550,2015-07-11,ramu,adult,healthy,56,20
70550,2020-08-27,ramu,adult,healthy,65,33
70550,2020-08-27,ramu,adult,healthy,52,18
70550,2020-08-27,ramu,adult,healthy,59,26
70550,2020-08-27,ramu,adult,healthy,48,14
70550,2020-08-27,ramu,adult,healthy,59,23
70550,2015-07-11,ramu,adult,healthy,47,14
70550,2015-07-11,ramu,adult,healthy,40,8
70550,2015-07-11,ramu,adult,healthy,47,12
70550,2015-07-11,ramu,adult,healthy,43,10
70550,2015-07-11,ramu,adult,healthy,60,26
70550,2015-07-11,ramu,adult,healthy,68,38
70550,2015-07-12,ramu,adult,healthy,58,25
70550,2015-07-11,ramu,adult,healthy,60,22
70550,2015-07-11,ramu,adult,healthy,57,24
70550,2015-07-11,ramu,adult,healthy,56,22
70550,2015-07-11,ramu,adult,healthy,57,24
70550,2020-08-27,ramu,adult,healthy,57,19
70550,2020-08-27,ramu,adult,healthy,55,17
70550,2020-08-27,ramu,adult,healthy,63,30
70550,2015-07-11,ramu,adult,healthy,42,9
70550,2015-07-12,ramu,adult,healthy,64,30
70550,2015-07-12,ramu,adult,healthy,59,22
70550,2015-07-12,ramu,adult,healthy,65,33
70550,2015-07-12,ramu,adult,healthy,66,29
70550,2020-08-27,ramu,adult,healthy,62,30
70550,2015-08-04,ramu,adult,healthy,47,9
70550,2015-08-04,ramu,adult,healthy,45,9
70550,2015-08-04,ramu,adult,healthy,53,16
70550,2015-08-04,ramu,adult,healthy,45,10
70550,2015-08-04,ramu,adult,healthy,49,12
70550,2015-08-04,ramu,adult,healthy,46,10
70550,2015-08-04,ramu,adult,healthy,48,11
70550,2015-08-04,ramu,adult,healthy,52,16
70550,2015-08-04,ramu,adult,healthy,42,8
70550,2015-08-04,ramu,adult,healthy,46,10
70550,2015-08-05,ramu,adult,healthy,64,38
70550,2015-08-05,ramu,adult,healthy,59,22
70550,2020-08-27,ramu,adult,healthy,54,20
70550,2015-08-06,ramu,adult,healthy,42,7
70550,2020-08-27,ramu,adult,healthy,63,30
70550,2013-09-10,ramu,adult,healthy,57,20
70550,2013-09-11,ramu,adult,healthy,46,14
70550,2015-08-04,ramu,adult,healthy,56,20
70550,2017-08-10,ramu,adult,healthy,58,23
70550,2018-08-16,ramu,adult,healthy,49,13
70550,2016-07-12,ramu,adult,healthy,59,24
70550,2016-08-10,ramu,adult,healthy,47,23
70550,2006-08-13,ramu,adult,healthy,48,11
70550,2006-08-13,ramu,adult,healthy,50,14
70550,2006-08-13,ramu,adult,healthy,51,12
70550,2006-08-13,ramu,adult,healthy,47,12
70550,2006-08-13,ramu,adult,healthy,44,8
70550,2006-08-13,ramu,adult,healthy,45,9
70550,2006-08-13,ramu,adult,healthy,52,16
70550,2006-08-21,ramu,adult,healthy,52,14
70550,2006-08-31,ramu,adult,healthy,66,26
70550,2006-08-31,ramu,adult,healthy,48,12
70550,2006-08-31,ramu,adult,healthy,48,13
70550,2006-08-31,ramu,adult,healthy,48,12
70550,2006-08-31,ramu,adult,healthy,46,12
70550,2006-08-31,ramu,adult,healthy,49,14
70550,2006-08-31,ramu,adult,healthy,49,14
70550,2006-08-31,ramu,adult,healthy,51,14
70550,2006-09-27,ramu,adult,healthy,54,18
70550,2007-05-31,ramu,adult,healthy,52,16
70550,2007-06-18,ramu,adult,healthy,49,18
70550,2007-06-18,ramu,adult,healthy,50,12
70550,2007-06-18,ramu,adult,healthy,53,15
70550,2007-07-01,ramu,adult,healthy,61,27
70550,2007-07-01,ramu,adult,healthy,49,10
70550,2007-07-31,ramu,adult,healthy,60,24
70550,2007-07-31,ramu,adult,healthy,49,18
70550,2006-08-31,ramu,adult,healthy,55,16
70550,2009-07-24,ramu,adult,healthy,57,22
70550,2010-09-07,ramu,adult,healthy,57,26
70550,2012-08-29,ramu,adult,healthy,65,30
70550,2009-09-01,ramu,adult,healthy,61,24
70550,2016-07-12,ramu,adult,healthy,57,24
70550,2016-07-12,ramu,adult,healthy,53,15
70550,2016-07-12,ramu,adult,healthy,57,20
70550,2016-07-12,ramu,adult,healthy,61,21
70550,2016-07-12,ramu,adult,healthy,62,29
70550,2016-07-12,ramu,adult,healthy,55,18
70550,2016-07-12,ramu,adult,healthy,57,22
70550,2016-07-12,ramu,adult,healthy,60,22
70550,2016-07-12,ramu,adult,healthy,48,12
70550,2016-07-12,ramu,adult,healthy,51,13
70550,2016-07-12,ramu,adult,healthy,54,19
70550,2016-07-12,ramu,adult,healthy,57,19
70550,2016-07-12,ramu,adult,healthy,49,14
70550,2016-07-12,ramu,adult,healthy,52,14
70550,2016-07-12,ramu,adult,healthy,50,18
70550,2016-07-12,ramu,adult,healthy,52,14
70550,2016-07-12,ramu,adult,healthy,48,10
70550,2020-08-27,ramu,adult,healthy,68,36
70550,2016-07-12,ramu,adult,healthy,51,14
70550,2016-07-12,ramu,adult,healthy,68,19
70550,2016-07-12,ramu,adult,healthy,59,26
70550,2016-07-12,ramu,adult,healthy,57,19
70550,2016-07-12,ramu,adult,healthy,63,33
70550,2016-07-12,ramu,adult,healthy,62,24
70550,2016-07-12,ramu,adult,healthy,61,21
70550,2016-07-12,ramu,adult,healthy,60,24
70550,2016-07-12,ramu,adult,healthy,54,17
70550,2016-07-12,ramu,adult,healthy,68,33
70550,2016-07-12,ramu,adult,healthy,64,29
70550,2016-07-12,ramu,adult,healthy,59,28
70550,2016-07-12,ramu,adult,healthy,59,22
70550,2016-07-12,ramu,adult,healthy,62,29
70550,2016-07-12,ramu,adult,healthy,61,24
70550,2016-07-12,ramu,adult,healthy,59,19
70550,2016-07-12,ramu,adult,healthy,61,20
70550,2016-07-12,ramu,adult,healthy,67,34
70550,2016-07-12,ramu,adult,healthy,60,20
70550,2016-07-13,ramu,adult,healthy,55,19
70550,2016-07-13,ramu,adult,healthy,59,22
70550,2016-07-13,ramu,adult,healthy,55,20
70550,2016-07-13,ramu,adult,healthy,63,26
70550,2016-07-13,ramu,adult,healthy,51,19
70550,2016-07-13,ramu,adult,healthy,55,21
70550,2016-07-13,ramu,adult,healthy,55,18
70550,2016-07-13,ramu,adult,healthy,56,19
70550,2016-07-13,ramu,adult,healthy,59,21
70550,2016-07-14,ramu,adult,healthy,54,16
70550,2016-07-14,ramu,adult,healthy,51,14
70550,2016-07-14,ramu,adult,healthy,55,20
70550,2016-07-14,ramu,adult,healthy,53,16
70550,2015-09-02,ramu,adult,healthy,50,17
70550,2015-09-02,ramu,adult,healthy,57,24
70550,2016-07-14,ramu,adult,healthy,62,27
70550,2016-07-14,ramu,adult,healthy,56,22
70550,2016-07-14,ramu,adult,healthy,57,21
70550,2016-07-14,ramu,adult,healthy,54,16
70550,2016-07-14,ramu,adult,healthy,61,22
70550,2016-07-14,ramu,adult,healthy,57,23
70550,2016-07-14,ramu,adult,healthy,58,21
70550,2020-08-27,ramu,adult,healthy,41,8
70550,2020-08-27,ramu,adult,healthy,68,40
70550,2020-08-27,ramu,adult,healthy,63,37
70550,2020-08-27,ramu,adult,healthy,56,23
70550,2020-08-27,ramu,adult,healthy,63,36
70550,2017-08-11,ramu,adult,healthy,51,12
70550,2018-08-18,ramu,adult,healthy,63,29
70550,2020-08-27,ramu,adult,healthy,57,21
70550,2020-08-27,ramu,adult,healthy,50,13
70550,2020-08-27,ramu,adult,healthy,65,33
70550,2018-08-18,ramu,adult,healthy,48,11
70550,2018-08-18,ramu,adult,healthy,49,11
70550,2016-07-12,ramu,adult,healthy,59,26
70550,2016-07-12,ramu,adult,healthy,65,31
70550,2016-07-12,ramu,adult,healthy,68,32
70550,2016-08-10,ramu,adult,healthy,53,21
70550,2016-08-10,ramu,adult,healthy,53,17
70550,2016-08-10,ramu,adult,healthy,49,13
70550,2016-08-10,ramu,adult,healthy,53,15
70550,2016-08-10,ramu,adult,healthy,51,13
70550,2016-08-10,ramu,adult,healthy,48,11
70550,2016-08-10,ramu,adult,healthy,48,12
70550,2016-08-10,ramu,adult,healthy,46,14
70550,2016-08-10,ramu,adult,healthy,50,13
70550,2016-08-10,ramu,adult,healthy,47,14
70550,2016-08-10,ramu,adult,healthy,49,12
70550,2016-08-10,ramu,adult,healthy,62,30
70550,2016-08-10,ramu,adult,healthy,46,12
70550,2016-08-10,ramu,adult,healthy,46,12
70550,2016-08-10,ramu,adult,healthy,48,13
70550,2016-08-10,ramu,adult,healthy,46,11
70550,2016-08-10,ramu,adult,healthy,48,11
70550,2016-08-10,ramu,adult,healthy,49,13
70550,2016-08-10,ramu,adult,healthy,50,12
70550,2016-08-10,ramu,adult,healthy,48,11
70550,2016-08-10,ramu,adult,healthy,47,12
70550,2016-08-10,ramu,adult,healthy,47,11
70550,2016-08-10,ramu,adult,healthy,46,10
70550,2016-08-10,ramu,adult,healthy,44,10
70550,2016-08-10,ramu,adult,healthy,50,12
70550,2016-08-10,ramu,adult,healthy,46,10
70550,2016-08-10,ramu,adult,healthy,45,12
70550,2016-08-10,ramu,adult,healthy,61,27
70550,2016-08-10,ramu,adult,healthy,60,28
70550,2016-08-10,ramu,adult,healthy,63,30
70550,2016-08-10,ramu,adult,healthy,64,34
70550,2016-08-10,ramu,adult,healthy,54,17
70550,2016-08-10,ramu,adult,healthy,62,23
70550,2016-08-10,ramu,adult,healthy,62,25
70550,2016-08-11,ramu,adult,healthy,52,18
70550,2016-08-11,ramu,adult,healthy,69,20
70550,2016-08-11,ramu,adult,healthy,56,18
70550,2016-08-11,ramu,adult,healthy,51,18
70550,2016-08-11,ramu,adult,healthy,58,24
70550,2016-08-11,ramu,adult,healthy,59,24
70550,2016-08-11,ramu,adult,healthy,54,16
70550,2016-08-11,ramu,adult,healthy,55,17
70550,2016-08-11,ramu,adult,healthy,45,11
70550,2016-08-11,ramu,adult,healthy,47,11
70550,2016-08-11,ramu,adult,healthy,47,12
70550,2016-08-11,ramu,adult,healthy,48,12
70550,2016-08-11,ramu,adult,healthy,46,11
70550,2016-08-11,ramu,adult,healthy,49,12
70550,2016-08-11,ramu,adult,healthy,44,10
70550,2016-08-11,ramu,adult,healthy,50,13
70550,2016-08-11,ramu,adult,healthy,49,13
70550,2016-08-11,ramu,adult,healthy,46,10
70550,2016-08-11,ramu,adult,healthy,52,17
70550,2016-08-11,ramu,adult,healthy,46,10
70550,2016-08-11,ramu,adult,healthy,49,13
70550,2016-08-11,ramu,adult,healthy,49,15
70550,2016-08-11,ramu,adult,healthy,63,41
70550,2016-08-11,ramu,adult,healthy,63,33
70550,2016-08-11,ramu,adult,healthy,61,23
70550,2016-08-11,ramu,adult,healthy,55,25
70550,2016-08-11,ramu,adult,healthy,61,28
70550,2016-08-11,ramu,adult,healthy,60,29
70550,2016-08-12,ramu,adult,healthy,57,12
70550,2016-08-12,ramu,adult,healthy,62,29
70550,2016-08-12,ramu,adult,healthy,53,21
70550,2016-08-12,ramu,adult,healthy,63,31
70550,2016-08-12,ramu,adult,healthy,60,24
70550,2016-08-12,ramu,adult,healthy,58,28
70550,2016-08-12,ramu,adult,healthy,53,17
70550,2016-08-12,ramu,adult,healthy,58,23
70550,2016-08-12,ramu,adult,healthy,57,27
70550,2016-08-12,ramu,adult,healthy,52,14
70550,2016-08-12,ramu,adult,healthy,59,20
70550,2016-08-12,ramu,adult,healthy,56,24
70550,2016-08-12,ramu,adult,healthy,47,11
70550,2016-08-12,ramu,adult,healthy,46,11
70550,2016-08-12,ramu,adult,healthy,47,12
70550,2016-08-12,ramu,adult,healthy,48,11
70550,2016-08-12,ramu,adult,healthy,47,10
70550,2016-08-12,ramu,adult,healthy,62,28
70550,2016-08-12,ramu,adult,healthy,57,22
70550,2016-08-12,ramu,adult,healthy,56,25
70550,2016-08-12,ramu,adult,healthy,59,28
70550,2016-08-12,ramu,adult,healthy,62,31
70550,2016-08-12,ramu,adult,healthy,68,38
70550,2016-08-11,ramu,adult,healthy,62,29
70550,2016-08-11,ramu,adult,healthy,44,11
70550,2020-08-27,ramu,adult,healthy,64,31
70550,2020-08-27,ramu,adult,healthy,52,15
70550,2020-07-01,ramu,adult,healthy,45,9
70550,2020-07-01,ramu,adult,healthy,60,21
70550,2020-07-01,ramu,adult,healthy,43,9
70550,2020-08-28,ramu,adult,healthy,66,36
70550,2017-08-12,ramu,adult,healthy,64,29
70550,2020-07-01,ramu,adult,healthy,59,21
70550,2020-07-01,ramu,adult,healthy,48,13
70550,2020-07-01,ramu,adult,healthy,65,28
70550,2020-07-01,ramu,adult,healthy,55,18
70550,2020-07-01,ramu,adult,healthy,53,15
70550,2020-07-01,ramu,adult,healthy,57,17
70550,2020-07-01,ramu,adult,healthy,56,18
70550,2020-07-01,ramu,adult,healthy,49,11
70550,2020-07-01,ramu,adult,healthy,40,7
70550,2020-07-01,ramu,adult,healthy,58,22
70550,2020-07-01,ramu,adult,healthy,46,11
70550,2020-07-02,ramu,adult,healthy,64,26
70550,2020-07-01,ramu,adult,healthy,56,18
70550,2020-07-03,ramu,adult,healthy,52,13
70550,2020-07-01,ramu,adult,healthy,57,19
70550,2020-07-02,ramu,adult,healthy,68,29
70550,2020-07-02,ramu,adult,healthy,65,25
70550,2020-07-02,ramu,adult,healthy,56,19
70550,2020-07-01,ramu,adult,healthy,40,7
70550,2020-07-01,ramu,adult,healthy,65,30
70550,2020-07-01,ramu,adult,healthy,60,22
70550,2020-08-28,ramu,adult,healthy,58,19
70550,2020-07-01,ramu,adult,healthy,58,19
70550,2020-08-28,ramu,adult,healthy,61,22
70550,2020-07-01,ramu,adult,healthy,43,9
70550,2020-07-01,ramu,adult,healthy,50,13
70550,2020-07-01,ramu,adult,healthy,43,9
70550,2020-07-01,ramu,adult,healthy,63,27
70550,2020-07-01,ramu,adult,healthy,63,26
70550,2020-07-01,ramu,adult,healthy,63,26
70550,2013-08-26,ramu,adult,healthy,51,16
70550,2013-08-08,ramu,adult,healthy,48,12
70550,2020-07-01,ramu,adult,healthy,59,21
70550,2020-07-01,ramu,adult,healthy,51,14
70550,2020-07-02,ramu,adult,healthy,58,24
70550,2020-07-02,ramu,adult,healthy,54,16
70550,2020-07-01,ramu,adult,healthy,55,16
70550,2020-07-01,ramu,adult,healthy,62,22
70550,2020-07-01,ramu,adult,healthy,45,9
70550,2020-07-01,ramu,adult,healthy,60,20
70550,2020-07-01,ramu,subadult,healthy,36,5
70550,2020-07-01,ramu,adult,healthy,41,9
70550,2020-07-03,ramu,adult,healthy,58,20
70550,2020-07-02,ramu,adult,healthy,64,26
70550,2020-07-01,ramu,adult,healthy,62,23
70550,2020-07-01,ramu,adult,healthy,70,35
70550,2020-07-01,ramu,subadult,healthy,34,4
70550,2017-08-10,ramu,adult,healthy,58,21
70550,2017-08-10,ramu,adult,healthy,56,16
70550,2017-08-10,ramu,adult,healthy,57,20
70550,2017-08-10,ramu,adult,healthy,55,18
70550,2017-08-10,ramu,adult,healthy,63,27
70550,2017-08-10,ramu,adult,healthy,61,25
70550,2017-08-10,ramu,adult,healthy,66,27
70550,2017-08-10,ramu,adult,healthy,56,17
70550,2017-08-10,ramu,adult,healthy,64,25
70550,2017-08-10,ramu,adult,healthy,58,23
70550,2017-08-10,ramu,adult,healthy,57,18
70550,2017-08-10,ramu,adult,healthy,58,24
70550,2017-08-10,ramu,adult,healthy,61,22
70550,2017-08-10,ramu,adult,healthy,55,15
70550,2017-08-10,ramu,adult,healthy,56,16
70550,2017-08-10,ramu,adult,healthy,51,14
70550,2017-08-10,ramu,adult,healthy,52,17
70550,2017-08-10,ramu,adult,healthy,51,13
70550,2017-08-10,ramu,adult,healthy,49,13
70550,2017-08-10,ramu,adult,healthy,53,15
70550,2017-08-10,ramu,adult,healthy,56,20
70550,2017-08-10,ramu,adult,healthy,50,13
70550,2017-08-10,ramu,adult,healthy,55,17
70550,2017-08-10,ramu,adult,healthy,54,17
70550,2017-08-10,ramu,adult,healthy,51,13
70550,2017-08-10,ramu,adult,healthy,52,13
70550,2017-08-10,ramu,adult,healthy,53,10
70550,2017-08-10,ramu,adult,healthy,49,15
70550,2017-08-10,ramu,adult,healthy,50,14
70550,2017-08-10,ramu,adult,healthy,47,12
70550,2017-08-10,ramu,adult,healthy,50,13
70550,2017-08-10,ramu,adult,healthy,47,11
70550,2017-08-10,ramu,adult,healthy,48,13
70550,2017-08-10,ramu,adult,healthy,44,9
70550,2017-08-10,ramu,adult,healthy,50,13
70550,2017-08-10,ramu,adult,healthy,50,13
70550,2017-08-10,ramu,adult,healthy,51,13
70550,2017-08-10,ramu,adult,healthy,51,14
70550,2017-08-10,ramu,adult,healthy,45,8
70550,2017-08-10,ramu,adult,healthy,53,15
70550,2017-08-10,ramu,adult,healthy,54,19
70550,2017-08-10,ramu,adult,healthy,54,14
70550,2017-08-10,ramu,adult,healthy,51,14
70550,2017-08-10,ramu,adult,healthy,49,11
70550,2017-08-10,ramu,adult,healthy,54,14
70550,2017-08-10,ramu,adult,healthy,45,8
70550,2017-08-10,ramu,adult,healthy,44,8
70550,2017-08-10,ramu,adult,healthy,51,13
70550,2017-08-10,ramu,adult,healthy,46,12
70550,2017-08-10,ramu,adult,healthy,44,9
70550,2017-08-10,ramu,adult,healthy,50,13
70550,2017-08-10,ramu,adult,healthy,49,13
70550,2017-08-10,ramu,adult,healthy,47,10
70550,2017-08-10,ramu,adult,healthy,50,12
70550,2017-08-10,ramu,adult,healthy,49,11
70550,2017-08-10,ramu,adult,healthy,48,11
70550,2017-08-10,ramu,adult,healthy,51,15
70550,2017-08-10,ramu,adult,healthy,51,13
70550,2017-08-10,ramu,adult,healthy,44,10
70550,2017-08-10,ramu,adult,healthy,51,14
70550,2017-08-10,ramu,adult,healthy,52,14
70550,2017-08-10,ramu,adult,healthy,49,12
70550,2017-08-10,ramu,adult,healthy,50,13
70550,2017-08-10,ramu,adult,healthy,50,12
70550,2017-08-10,ramu,adult,healthy,48,12
70550,2017-08-10,ramu,adult,healthy,44,11
70550,2017-08-10,ramu,adult,healthy,46,11
70550,2017-08-10,ramu,adult,healthy,47,12
70550,2017-08-10,ramu,adult,healthy,46,11
70550,2017-08-10,ramu,adult,healthy,48,12
70550,2017-08-10,ramu,adult,healthy,50,14
70550,2017-08-10,ramu,adult,healthy,49,12
70550,2017-08-10,ramu,adult,healthy,49,12
70550,2017-08-10,ramu,adult,healthy,46,12
70550,2017-08-10,ramu,adult,healthy,49,13
70550,2017-08-10,ramu,adult,healthy,52,14
70550,2017-08-10,ramu,adult,healthy,59,22
70550,2017-08-10,ramu,adult,healthy,65,30
70550,2017-08-10,ramu,adult,healthy,57,22
70550,2017-08-10,ramu,adult,healthy,66,27
70550,2017-08-10,ramu,adult,healthy,56,18
70550,2017-08-10,ramu,adult,healthy,61,23
70550,2017-08-10,ramu,adult,healthy,60,22
70550,2017-08-10,ramu,adult,healthy,61,28
70550,2017-08-11,ramu,adult,healthy,55,18
70550,2017-08-11,ramu,adult,healthy,65,26
70550,2017-08-11,ramu,adult,healthy,61,28
70550,2017-08-11,ramu,adult,healthy,70,32
70550,2017-08-11,ramu,adult,healthy,55,20
70550,2017-08-11,ramu,adult,healthy,60,23
70550,2017-08-11,ramu,adult,healthy,59,21
70550,2017-08-11,ramu,adult,healthy,63,25
70550,2017-08-11,ramu,adult,healthy,50,13
70550,2017-08-11,ramu,adult,healthy,50,14
70550,2017-08-11,ramu,adult,healthy,51,14
70550,2017-08-11,ramu,adult,healthy,51,14
70550,2017-08-11,ramu,adult,healthy,50,13
70550,2017-08-11,ramu,adult,healthy,52,15
70550,2017-08-11,ramu,adult,healthy,52,14
70550,2017-08-11,ramu,adult,healthy,50,15
70550,2017-08-11,ramu,adult,healthy,56,18
70550,2017-08-11,ramu,adult,healthy,51,13
70550,2017-08-11,ramu,adult,healthy,54,17
70550,2017-08-11,ramu,adult,healthy,55,15
70550,2020-07-02,ramu,adult,healthy,61,24
70550,2017-08-11,ramu,adult,healthy,44,11
70550,2017-08-11,ramu,adult,healthy,44,8
70550,2017-08-11,ramu,adult,healthy,52,14
70550,2017-08-11,ramu,adult,healthy,44,9
70550,2017-08-11,ramu,adult,healthy,49,12
70550,2017-08-11,ramu,adult,healthy,45,10
70550,2017-08-11,ramu,adult,healthy,55,15
70550,2017-08-11,ramu,adult,healthy,50,14
70550,2017-08-11,ramu,adult,healthy,49,12
70550,2017-08-11,ramu,adult,healthy,51,14
70550,2017-08-11,ramu,adult,healthy,53,13
70550,2017-08-11,ramu,adult,healthy,49,15
70550,2017-08-11,ramu,adult,healthy,51,13
70550,2017-08-11,ramu,adult,healthy,45,8
70550,2017-08-11,ramu,adult,healthy,54,17
70550,2017-08-11,ramu,adult,healthy,49,11
70550,2017-08-11,ramu,adult,healthy,51,13
70550,2017-08-11,ramu,adult,healthy,46,8
70550,2017-08-11,ramu,adult,healthy,45,11
70550,2017-08-11,ramu,adult,healthy,49,12
70550,2017-08-11,ramu,adult,healthy,50,11
70550,2017-08-11,ramu,adult,healthy,50,13
70550,2020-07-01,ramu,subadult,healthy,35,5
70550,2018-06-28,ramu,adult,healthy,56,17
70550,2018-06-28,ramu,adult,healthy,60,23
70550,2018-06-28,ramu,adult,healthy,56,15
70550,2018-06-28,ramu,adult,healthy,66,26
70550,2018-06-28,ramu,adult,healthy,67,30
70550,2017-08-11,ramu,adult,healthy,52,14
70550,2017-08-11,ramu,adult,healthy,52,14
70550,2017-08-11,ramu,adult,healthy,51,13
70550,2017-08-11,ramu,adult,healthy,52,15
70550,2017-08-11,ramu,adult,healthy,52,13
70550,2017-08-11,ramu,adult,healthy,47,10
70550,2017-08-11,ramu,adult,healthy,50,13
70550,2017-08-11,ramu,adult,healthy,48,12
70550,2017-08-11,ramu,adult,healthy,62,25
70550,2017-08-11,ramu,adult,healthy,56,22
70550,2017-08-11,ramu,adult,healthy,60,24
70550,2017-08-11,ramu,adult,healthy,57,19
70550,2017-08-11,ramu,adult,healthy,63,25
70550,2018-06-28,ramu,adult,healthy,62,22
70550,2018-06-28,ramu,adult,healthy,61,20
70550,2018-06-28,ramu,adult,healthy,62,24
70550,2018-06-28,ramu,adult,healthy,52,14
70550,2018-06-28,ramu,adult,healthy,57,19
70550,2017-08-12,ramu,adult,healthy,63,24
70550,2017-08-12,ramu,adult,healthy,53,15
70550,2017-08-12,ramu,adult,healthy,53,20
70550,2017-08-12,ramu,adult,healthy,51,14
70550,2017-08-12,ramu,adult,healthy,50,16
70550,2017-08-12,ramu,adult,healthy,62,25
70550,2017-08-12,ramu,adult,healthy,49,12
70550,2017-08-12,ramu,adult,healthy,51,14
70550,2020-07-03,ramu,adult,healthy,65,31
70550,2018-06-28,ramu,adult,healthy,54,18
70550,2018-06-28,ramu,adult,healthy,58,21
